Transcript stable ID	HGNC symbol
ENST00000471621	NELFCD
ENST00000492016	NELFCD
ENST00000652272	NELFCD
ENST00000464363	NELFCD
ENST00000482747	NELFCD
ENST00000460601	NELFCD
ENST00000477741	NELFCD
ENST00000474543	NELFCD
ENST00000478389	NELFCD
ENST00000497935	NELFCD
ENST00000490205	NELFCD
ENST00000479207	NELFCD
ENST00000486263	NELFCD
ENST00000306999	ANKMY2
ENST00000447802	ANKMY2
ENST00000453623	ANKMY2
ENST00000421746	ANKMY2
ENST00000628652	ANKMY2
ENST00000627859	ANKMY2
ENST00000556826	SLC35F4
ENST00000554729	SLC35F4
ENST00000557254	SLC35F4
ENST00000556306	SLC35F4
ENST00000557430	SLC35F4
ENST00000556568	SLC35F4
ENST00000554648	SLC35F4
ENST00000339762	SLC35F4
ENST00000487141	ALG13
ENST00000371979	ALG13
ENST00000394780	ALG13
ENST00000622997	ALG13
ENST00000624161	ALG13
ENST00000468657	ALG13
ENST00000624881	ALG13
ENST00000636363	ALG13
ENST00000473389	ALG13
ENST00000482374	ALG13
ENST00000492038	ALG13
ENST00000622986	ALG13
ENST00000486353	ALG13
ENST00000495283	ALG13
ENST00000623144	ALG13
ENST00000470971	ALG13
ENST00000489033	ALG13
ENST00000623255	ALG13
ENST00000471924	ALG13
ENST00000623148	ALG13
ENST00000436609	ALG13
ENST00000482742	ALG13
ENST00000623189	ALG13
ENST00000470704	ALG13
ENST00000635768	ALG13
ENST00000623622	ALG13
ENST00000490774	ALG13
ENST00000486578	ALG13
ENST00000460092	ALG13
ENST00000635824	ALG13
ENST00000637022	ALG13
ENST00000635931	ALG13
ENST00000637213	ALG13
ENST00000461669	ALG13
ENST00000474121	ALG13
ENST00000485371	ALG13
ENST00000487243	ALG13
ENST00000623310	ALG13
ENST00000610588	ALG13
ENST00000251943	ALG13
ENST00000621367	ALG13
ENST00000570584	AIPL1
ENST00000381128	AIPL1
ENST00000381129	AIPL1
ENST00000250087	AIPL1
ENST00000574506	AIPL1
ENST00000575265	AIPL1
ENST00000570466	AIPL1
ENST00000576776	AIPL1
ENST00000576307	AIPL1
ENST00000571740	AIPL1
ENST00000574913	AIPL1
ENST00000602295	ANKRD18A
ENST00000399703	ANKRD18A
ENST00000475234	ANKRD18A
ENST00000245451	BMP4
ENST00000559087	BMP4
ENST00000558984	BMP4
ENST00000559501	BMP4
ENST00000558961	BMP4
ENST00000609748	BMP4
ENST00000559642	BMP4
ENST00000558489	BMP4
ENST00000417573	BMP4
ENST00000238497	VPS4B
ENST00000588323	VPS4B
ENST00000588059	VPS4B
ENST00000591475	VPS4B
ENST00000589604	VPS4B
ENST00000591383	VPS4B
ENST00000591519	VPS4B
ENST00000263102	CCDC6
ENST00000491922	CCDC6
ENST00000518638	CCDC6
ENST00000319856	OR4C3
ENST00000611380	OR4C3
ENST00000344941	SLC15A5
ENST00000275603	CCT6A
ENST00000335503	CCT6A
ENST00000493855	CCT6A
ENST00000482776	CCT6A
ENST00000492618	CCT6A
ENST00000466572	CCT6A
ENST00000462133	CCT6A
ENST00000494736	CCT6A
ENST00000466479	CCT6A
ENST00000372126	C10orf99
ENST00000472542	C10orf99
ENST00000556845	TTC6
ENST00000533625	TTC6
ENST00000553443	TTC6
ENST00000476979	TTC6
ENST00000478811	TTC6
ENST00000554555	TTC6
ENST00000555921	TTC6
ENST00000553887	TTC6
ENST00000267368	TTC6
ENST00000382320	TTC6
ENST00000551451	FAR2
ENST00000536681	FAR2
ENST00000549080	FAR2
ENST00000547411	FAR2
ENST00000550541	FAR2
ENST00000182377	FAR2
ENST00000547116	FAR2
ENST00000552137	FAR2
ENST00000551193	FAR2
ENST00000547759	FAR2
ENST00000424842	DLG5
ENST00000475613	DLG5
ENST00000372391	DLG5
ENST00000463362	DLG5
ENST00000459739	DLG5
ENST00000468332	DLG5
ENST00000489547	DLG5
ENST00000484525	DLG5
ENST00000476354	DLG5
ENST00000466198	DLG5
ENST00000262367	CREBBP
ENST00000382070	CREBBP
ENST00000637492	CREBBP
ENST00000571763	CREBBP
ENST00000576720	CREBBP
ENST00000570939	CREBBP
ENST00000574740	CREBBP
ENST00000573517	CREBBP
ENST00000572569	CREBBP
ENST00000635919	CREBBP
ENST00000638158	CREBBP
ENST00000573672	CREBBP
ENST00000571826	CREBBP
ENST00000572134	CREBBP
ENST00000575237	CREBBP
ENST00000634839	CREBBP
ENST00000636002	CREBBP
ENST00000635753	CREBBP
ENST00000635899	CREBBP
ENST00000636895	CREBBP
ENST00000534674	GLYATL1
ENST00000524629	GLYATL1
ENST00000525608	GLYATL1
ENST00000526351	GLYATL1
ENST00000317391	GLYATL1
ENST00000533864	GLYATL1
ENST00000534612	GLYATL1
ENST00000524403	GLYATL1
ENST00000532726	GLYATL1
ENST00000527708	GLYATL1
ENST00000300079	GLYATL1
ENST00000530774	GLYATL1
ENST00000534241	GLYATL1
ENST00000530240	GLYATL1
ENST00000531245	GLYATL1
ENST00000524881	GLYATL1
ENST00000534119	GLYATL1
ENST00000534063	GLYATL1
ENST00000612196	GLYATL1
ENST00000357336	ANKRD20A4P
ENST00000427650	ANKRD20A4P
ENST00000615302	ANKRD20A4P
ENST00000414786	SHANK3
ENST00000673971	SHANK3
ENST00000445220	SHANK3
ENST00000262795	SHANK3
ENST00000673995	SHANK3
ENST00000673838	SHANK3
ENST00000674010	SHANK3
ENST00000674145	SHANK3
ENST00000664402	SHANK3
ENST00000659388	SHANK3
ENST00000599761	MYDGF
ENST00000262947	MYDGF
ENST00000599630	MYDGF
ENST00000596031	MYDGF
ENST00000489441	SERPINB5
ENST00000382771	SERPINB5
ENST00000424602	SERPINB5
ENST00000588986	SERPINB5
ENST00000465652	SERPINB5
ENST00000464346	SERPINB5
ENST00000327671	FUT10
ENST00000518672	FUT10
ENST00000519440	FUT10
ENST00000517942	FUT10
ENST00000524021	FUT10
ENST00000517891	FUT10
ENST00000520767	FUT10
ENST00000518076	FUT10
ENST00000416169	FUT10
ENST00000520935	FUT10
ENST00000520503	FUT10
ENST00000533930	ACR
ENST00000216139	ACR
ENST00000529621	ACR
ENST00000527761	ACR
ENST00000673600	C9orf72
ENST00000380003	C9orf72
ENST00000619707	C9orf72
ENST00000488117	C9orf72
ENST00000644136	C9orf72
ENST00000647196	C9orf72
ENST00000379997	C9orf72
ENST00000379995	C9orf72
ENST00000261195	GYS2
ENST00000612630	UHRF1
ENST00000620565	UHRF1
ENST00000613817	UHRF1
ENST00000615884	UHRF1
ENST00000622802	UHRF1
ENST00000616255	UHRF1
ENST00000650932	UHRF1
ENST00000624301	UHRF1
ENST00000677635	BCL2
ENST00000678301	BCL2
ENST00000678349	BCL2
ENST00000678134	BCL2
ENST00000333681	BCL2
ENST00000398117	BCL2
ENST00000677227	BCL2
ENST00000590515	BCL2
ENST00000589955	BCL2
ENST00000554914	PINX1
ENST00000623930	OR5D13
ENST00000647417	MYLK4
ENST00000274643	MYLK4
ENST00000587848	ANKRD62
ENST00000418274	ANKRD62
ENST00000378460	NUP160
ENST00000530326	NUP160
ENST00000532773	NUP160
ENST00000528071	NUP160
ENST00000526569	NUP160
ENST00000527750	NUP160
ENST00000528501	NUP160
ENST00000531016	NUP160
ENST00000527126	NUP160
ENST00000526870	NUP160
ENST00000529863	NUP160
ENST00000404895	UNC5D
ENST00000420357	UNC5D
ENST00000287272	UNC5D
ENST00000416672	UNC5D
ENST00000453357	UNC5D
ENST00000474634	UNC5D
ENST00000449677	UNC5D
ENST00000306177	USP42
ENST00000404008	USP42
ENST00000479544	USP42
ENST00000451154	USP42
ENST00000465073	USP42
ENST00000521713	USP42
ENST00000426246	USP42
ENST00000556036	FANCM
ENST00000267430	FANCM
ENST00000542564	FANCM
ENST00000554030	FANCM
ENST00000556250	FANCM
ENST00000554809	FANCM
ENST00000555013	FANCM
ENST00000557110	FANCM
ENST00000555484	FANCM
ENST00000553551	FANCM
ENST00000506578	LEMD2
ENST00000293760	LEMD2
ENST00000511171	LEMD2
ENST00000421671	LEMD2
ENST00000508327	LEMD2
ENST00000510598	LEMD2
ENST00000504692	LEMD2
ENST00000502643	LEMD2
ENST00000513832	LEMD2
ENST00000442696	LEMD2
ENST00000512368	LEMD2
ENST00000513701	LEMD2
ENST00000514636	LEMD2
ENST00000614475	LEMD2
ENST00000537553	CAPRIN2
ENST00000433722	CAPRIN2
ENST00000548676	CAPRIN2
ENST00000298892	CAPRIN2
ENST00000454014	CAPRIN2
ENST00000395805	CAPRIN2
ENST00000417045	CAPRIN2
ENST00000614865	CAPRIN2
ENST00000620681	CAPRIN2
ENST00000537108	CAPRIN2
ENST00000553026	CAPRIN2
ENST00000538387	CAPRIN2
ENST00000534897	CAPRIN2
ENST00000541765	CAPRIN2
ENST00000543380	CAPRIN2
ENST00000546129	CAPRIN2
ENST00000542550	CAPRIN2
ENST00000540436	CAPRIN2
ENST00000540584	CAPRIN2
ENST00000476901	TRMU
ENST00000486620	TRMU
ENST00000441818	TRMU
ENST00000381021	TRMU
ENST00000453630	TRMU
ENST00000456595	TRMU
ENST00000457572	TRMU
ENST00000493556	TRMU
ENST00000645026	TRMU
ENST00000645190	TRMU
ENST00000647301	TRMU
ENST00000642562	TRMU
ENST00000381019	TRMU
ENST00000642923	TRMU
ENST00000496831	TRMU
ENST00000465378	TRMU
ENST00000644006	TRMU
ENST00000485175	TRMU
ENST00000643137	TRMU
ENST00000463785	TRMU
ENST00000479648	TRMU
ENST00000491612	TRMU
ENST00000485559	TRMU
ENST00000470831	TRMU
ENST00000522713	CIDEA
ENST00000320477	CIDEA
ENST00000521296	CIDEA
ENST00000520620	CIDEA
ENST00000217133	TUBB1
ENST00000286548	GNAQ
ENST00000411677	GNAQ
ENST00000243997	ATP5F1E
ENST00000395663	ATP5F1E
ENST00000395659	ATP5F1E
ENST00000614055	GOLGA6L1
ENST00000590693	TUBB6
ENST00000590103	TUBB6
ENST00000591909	TUBB6
ENST00000590388	TUBB6
ENST00000586653	TUBB6
ENST00000586810	TUBB6
ENST00000417736	TUBB6
ENST00000317702	TUBB6
ENST00000587204	TUBB6
ENST00000592683	TUBB6
ENST00000590967	TUBB6
ENST00000591208	TUBB6
ENST00000591463	TUBB6
ENST00000586691	TUBB6
ENST00000355937	PRELID3B
ENST00000371033	PRELID3B
ENST00000463057	PRELID3B
ENST00000466051	PRELID3B
ENST00000338560	TRPV2
ENST00000455666	TRPV2
ENST00000583241	TRPV2
ENST00000577277	TRPV2
ENST00000581560	TRPV2
ENST00000580788	TRPV2
ENST00000577865	TRPV2
ENST00000475513	TRPV2
ENST00000493434	TRPV2
ENST00000297785	ALDH1A1
ENST00000376939	ALDH1A1
ENST00000482210	ALDH1A1
ENST00000419959	ALDH1A1
ENST00000446946	ALDH1A1
ENST00000493113	ALDH1A1
ENST00000493311	ALDH1A1
ENST00000269856	FEM1A
ENST00000539664	TRIL
ENST00000490531	NACAD
ENST00000460409	NACAD
ENST00000251287	HCN2
ENST00000322989	RPS15A
ENST00000572008	RPS15A
ENST00000563390	RPS15A
ENST00000574723	RPS15A
ENST00000575669	RPS15A
ENST00000576436	RPS15A
ENST00000562935	RPS15A
ENST00000569365	RPS15A
ENST00000576008	RPS15A
ENST00000565420	RPS15A
ENST00000563579	RPS15A
ENST00000569083	RPS15A
ENST00000573554	RPS15A
ENST00000645831	FOXC1
ENST00000369163	H3C10
ENST00000374369	GDF5
ENST00000374372	GDF5
ENST00000483552	PPIL1
ENST00000373699	PPIL1
ENST00000655548	KCNAB2
ENST00000378111	KCNAB2
ENST00000378097	KCNAB2
ENST00000666163	KCNAB2
ENST00000671676	KCNAB2
ENST00000658691	KCNAB2
ENST00000658883	KCNAB2
ENST00000655748	KCNAB2
ENST00000435937	KCNAB2
ENST00000493807	KCNAB2
ENST00000445501	KCNAB2
ENST00000478098	KCNAB2
ENST00000668706	KCNAB2
ENST00000653262	KCNAB2
ENST00000389632	KCNAB2
ENST00000657222	KCNAB2
ENST00000654144	KCNAB2
ENST00000341524	KCNAB2
ENST00000462676	KCNAB2
ENST00000428161	KCNAB2
ENST00000352527	KCNAB2
ENST00000663169	KCNAB2
ENST00000653635	KCNAB2
ENST00000661248	KCNAB2
ENST00000656198	KCNAB2
ENST00000602612	KCNAB2
ENST00000481789	KCNAB2
ENST00000656746	KCNAB2
ENST00000666299	KCNAB2
ENST00000665338	KCNAB2
ENST00000652845	KCNAB2
ENST00000655703	KCNAB2
ENST00000669250	KCNAB2
ENST00000164247	KCNAB2
ENST00000668559	KCNAB2
ENST00000378092	KCNAB2
ENST00000472700	KCNAB2
ENST00000459822	KCNAB2
ENST00000378083	KCNAB2
ENST00000662147	KCNAB2
ENST00000458166	KCNAB2
ENST00000662363	KCNAB2
ENST00000663671	KCNAB2
ENST00000656607	KCNAB2
ENST00000663419	KCNAB2
ENST00000652911	KCNAB2
ENST00000662815	KCNAB2
ENST00000671076	KCNAB2
ENST00000397910	MUC16
ENST00000596768	MUC16
ENST00000601404	MUC16
ENST00000599436	MUC16
ENST00000596956	MUC16
ENST00000463743	MYOF
ENST00000358334	MYOF
ENST00000359263	MYOF
ENST00000474161	MYOF
ENST00000485212	MYOF
ENST00000475358	MYOF
ENST00000371489	MYOF
ENST00000371488	MYOF
ENST00000488645	MYOF
ENST00000472091	ERVFRD-1
ENST00000542862	ERVFRD-1
ENST00000446710	CEP250
ENST00000420564	CEP250
ENST00000476146	CEP250
ENST00000461386	CEP250
ENST00000397527	CEP250
ENST00000397524	CEP250
ENST00000425934	CEP250
ENST00000465987	CEP250
ENST00000474829	CEP250
ENST00000425096	CEP250
ENST00000487467	CEP250
ENST00000425525	CEP250
ENST00000422671	CEP250
ENST00000621352	CEP250
ENST00000252512	XPO7
ENST00000521303	XPO7
ENST00000519769	XPO7
ENST00000518017	XPO7
ENST00000520754	XPO7
ENST00000433566	XPO7
ENST00000518808	XPO7
ENST00000517551	XPO7
ENST00000522015	XPO7
ENST00000340650	NHLRC1
ENST00000409192	FAM221A
ENST00000344962	FAM221A
ENST00000429719	FAM221A
ENST00000462546	FAM221A
ENST00000446234	FAM221A
ENST00000409653	FAM221A
ENST00000409994	FAM221A
ENST00000483090	FAM221A
ENST00000328908	CDYL
ENST00000491864	CDYL
ENST00000440139	CDYL
ENST00000483019	CDYL
ENST00000397588	CDYL
ENST00000472453	CDYL
ENST00000449732	CDYL
ENST00000343762	CDYL
ENST00000469671	CDYL
ENST00000321535	FBXO39
ENST00000572251	FBXO39
ENST00000575022	FBXO39
ENST00000335397	OR9Q1
ENST00000612174	OR9Q1
ENST00000407627	ELAVL1
ENST00000596154	ELAVL1
ENST00000596459	ELAVL1
ENST00000593807	ELAVL1
ENST00000595499	ELAVL1
ENST00000557356	PSEN1
ENST00000556864	PSEN1
ENST00000556533	PSEN1
ENST00000556951	PSEN1
ENST00000557293	PSEN1
ENST00000553719	PSEN1
ENST00000553599	PSEN1
ENST00000556011	PSEN1
ENST00000394157	PSEN1
ENST00000357710	PSEN1
ENST00000324501	PSEN1
ENST00000560005	PSEN1
ENST00000555254	PSEN1
ENST00000553447	PSEN1
ENST00000554131	PSEN1
ENST00000559361	PSEN1
ENST00000557037	PSEN1
ENST00000394164	PSEN1
ENST00000556066	PSEN1
ENST00000553855	PSEN1
ENST00000555386	PSEN1
ENST00000557511	PSEN1
ENST00000406768	PSEN1
ENST00000554995	PSEN1
ENST00000555867	PSEN1
ENST00000623907	OR4C16
ENST00000611551	NATD1
ENST00000479413	C9orf85
ENST00000334731	C9orf85
ENST00000377031	C9orf85
ENST00000473252	C9orf85
ENST00000486911	C9orf85
ENST00000377027	C9orf85
ENST00000418331	PTPRJ
ENST00000440289	PTPRJ
ENST00000534219	PTPRJ
ENST00000527952	PTPRJ
ENST00000526550	PTPRJ
ENST00000527026	PTPRJ
ENST00000615445	PTPRJ
ENST00000613246	PTPRJ
ENST00000586702	DOCK6
ENST00000294618	DOCK6
ENST00000587734	DOCK6
ENST00000587656	DOCK6
ENST00000588666	DOCK6
ENST00000592463	DOCK6
ENST00000588429	DOCK6
ENST00000592403	DOCK6
ENST00000592550	DOCK6
ENST00000590680	DOCK6
ENST00000590452	DOCK6
ENST00000585904	DOCK6
ENST00000591750	DOCK6
ENST00000585609	DOCK6
ENST00000586482	DOCK6
ENST00000587572	DOCK6
ENST00000376238	SLC28A3
ENST00000495823	SLC28A3
ENST00000486818	BCL7B
ENST00000493671	BCL7B
ENST00000223368	BCL7B
ENST00000411832	BCL7B
ENST00000482231	BCL7B
ENST00000454871	BCL7B
ENST00000463858	BCL7B
ENST00000448175	BCL7B
ENST00000455335	BCL7B
ENST00000493679	BCL7B
ENST00000464288	BCL7B
ENST00000416906	BCL7B
ENST00000493592	BCL7B
ENST00000481667	BCL7B
ENST00000225719	CPD
ENST00000583275	CPD
ENST00000543464	CPD
ENST00000581826	CPD
ENST00000584221	CPD
ENST00000588977	CPD
ENST00000584050	CPD
ENST00000584051	CPD
ENST00000579502	CPD
ENST00000580396	CPD
ENST00000619213	GOLGA6L6
ENST00000324344	DCUN1D3
ENST00000563934	DCUN1D3
ENST00000373181	MOCS1
ENST00000645522	MOCS1
ENST00000373188	MOCS1
ENST00000373195	MOCS1
ENST00000340692	MOCS1
ENST00000425303	MOCS1
ENST00000432280	MOCS1
ENST00000473742	MOCS1
ENST00000487924	MOCS1
ENST00000651643	FAM210A
ENST00000322247	FAM210A
ENST00000402563	FAM210A
ENST00000585785	FAM210A
ENST00000588475	FAM210A
ENST00000589346	FAM210A
ENST00000592976	FAM210A
ENST00000591269	FAM210A
ENST00000370323	MAGEA10
ENST00000444834	MAGEA10
ENST00000427322	MAGEA10
ENST00000583480	MAGEA10
ENST00000579960	MAGEA10
ENST00000244096	MAGEA10
ENST00000335625	GABRA5
ENST00000355395	GABRA5
ENST00000555182	GABRA5
ENST00000557484	GABRA5
ENST00000554038	GABRA5
ENST00000554596	GABRA5
ENST00000557449	GABRA5
ENST00000555060	GABRA5
ENST00000554599	GABRA5
ENST00000554083	GABRA5
ENST00000400081	GABRA5
ENST00000376708	FOXB2
ENST00000604870	PGM5
ENST00000396392	PGM5
ENST00000396396	PGM5
ENST00000431583	PGM5
ENST00000587852	PGM5
ENST00000472639	PGM5
ENST00000496758	PGM5
ENST00000298556	HPRT1
ENST00000462974	HPRT1
ENST00000475720	HPRT1
ENST00000332539	PTGDR2
ENST00000299413	TRIM44
ENST00000532066	TRIM44
ENST00000447351	GRAMD4
ENST00000431155	GRAMD4
ENST00000406902	GRAMD4
ENST00000361034	GRAMD4
ENST00000490378	GRAMD4
ENST00000456069	GRAMD4
ENST00000408031	GRAMD4
ENST00000293897	SSTR5
ENST00000543302	RNMT
ENST00000588457	RNMT
ENST00000383314	RNMT
ENST00000592764	RNMT
ENST00000591746	RNMT
ENST00000589866	RNMT
ENST00000262173	RNMT
ENST00000588417	RNMT
ENST00000593007	RNMT
ENST00000591922	RNMT
ENST00000531678	TAS2R43
ENST00000542728	BORCS5
ENST00000314565	BORCS5
ENST00000543990	BORCS5
ENST00000298571	BORCS5
ENST00000347159	PSAT1
ENST00000376588	PSAT1
ENST00000263847	OSBP
ENST00000525357	OSBP
ENST00000528903	OSBP
ENST00000388975	SEPTIN14
ENST00000477628	SEPTIN14
ENST00000370629	CD40LG
ENST00000370628	CD40LG
ENST00000374518	BMS1
ENST00000279575	PRB4
ENST00000445719	PRB4
ENST00000621732	PRB4
ENST00000649142	ZNF620
ENST00000420891	ZNF620
ENST00000314529	ZNF620
ENST00000418905	ZNF620
ENST00000433723	ZNF620
ENST00000374345	C20orf173
ENST00000246199	C20orf173
ENST00000444723	C20orf173
ENST00000424444	C20orf173
ENST00000536371	MGST1
ENST00000534835	MGST1
ENST00000543076	MGST1
ENST00000396210	MGST1
ENST00000539036	MGST1
ENST00000537878	MGST1
ENST00000542256	MGST1
ENST00000539708	MGST1
ENST00000535309	MGST1
ENST00000540056	MGST1
ENST00000540126	MGST1
ENST00000538885	MGST1
ENST00000396207	MGST1
ENST00000538857	MGST1
ENST00000535624	MGST1
ENST00000624056	MGST1
ENST00000359720	MGST1
ENST00000010404	MGST1
ENST00000396209	MGST1
ENST00000446692	NIPSNAP2
ENST00000322090	NIPSNAP2
ENST00000446778	NIPSNAP2
ENST00000470036	NIPSNAP2
ENST00000456204	NIPSNAP2
ENST00000437587	NIPSNAP2
ENST00000487370	NIPSNAP2
ENST00000472404	NIPSNAP2
ENST00000497279	NIPSNAP2
ENST00000415967	NIPSNAP2
ENST00000464772	NIPSNAP2
ENST00000397770	RGS11
ENST00000168869	RGS11
ENST00000316163	RGS11
ENST00000477143	RGS11
ENST00000359740	RGS11
ENST00000481672	RGS11
ENST00000493449	RGS11
ENST00000472466	RGS11
ENST00000319988	OR4S1
ENST00000395079	OR10W1
ENST00000262738	CELSR1
ENST00000473624	CELSR1
ENST00000674500	CELSR1
ENST00000674159	CELSR1
ENST00000674423	CELSR1
ENST00000674341	CELSR1
ENST00000468025	CELSR1
ENST00000674379	CELSR1
ENST00000674359	CELSR1
ENST00000674312	CELSR1
ENST00000674315	CELSR1
ENST00000454637	CELSR1
ENST00000497509	CELSR1
ENST00000361887	PNMA5
ENST00000535214	PNMA5
ENST00000452693	PNMA5
ENST00000439251	PNMA5
ENST00000262101	MSR1
ENST00000445506	MSR1
ENST00000355282	MSR1
ENST00000522672	MSR1
ENST00000381998	MSR1
ENST00000519060	MSR1
ENST00000518960	MSR1
ENST00000518026	MSR1
ENST00000521876	MSR1
ENST00000518343	MSR1
ENST00000517522	MSR1
ENST00000520846	MSR1
ENST00000522130	MSR1
ENST00000350896	MSR1
ENST00000640506	FGD5
ENST00000285046	FGD5
ENST00000457774	FGD5
ENST00000468662	FGD5
ENST00000476851	FGD5
ENST00000487605	FGD5
ENST00000543601	FGD5
ENST00000357377	OR5B17
ENST00000373164	UNC5CL
ENST00000470102	UNC5CL
ENST00000244565	UNC5CL
ENST00000318217	MYO1D
ENST00000394649	MYO1D
ENST00000577576	MYO1D
ENST00000577352	MYO1D
ENST00000579584	MYO1D
ENST00000580547	MYO1D
ENST00000581059	MYO1D
ENST00000582217	MYO1D
ENST00000623444	MYO1D
ENST00000585094	MYO1D
ENST00000577252	MYO1D
ENST00000580538	MYO1D
ENST00000584232	MYO1D
ENST00000583611	MYO1D
ENST00000582751	MYO1D
ENST00000583621	MYO1D
ENST00000648096	GAS2
ENST00000528582	GAS2
ENST00000533092	GAS2
ENST00000454584	GAS2
ENST00000533363	GAS2
ENST00000278187	GAS2
ENST00000524701	GAS2
ENST00000534801	GAS2
ENST00000532398	GAS2
ENST00000526665	GAS2
ENST00000630668	GAS2
ENST00000563027	GOLGA8M
ENST00000563213	GOLGA8M
ENST00000370648	BRS3
ENST00000282728	HHEX
ENST00000551454	HHEX
ENST00000472590	HHEX
ENST00000492654	HHEX
ENST00000533522	IDNK
ENST00000530832	IDNK
ENST00000405990	IDNK
ENST00000376417	IDNK
ENST00000376419	IDNK
ENST00000454393	IDNK
ENST00000362002	ASB12
ENST00000457020	CT47A11
ENST00000373161	TSPO2
ENST00000373158	TSPO2
ENST00000470917	TSPO2
ENST00000592685	PDE4A
ENST00000380702	PDE4A
ENST00000293683	PDE4A
ENST00000440014	PDE4A
ENST00000591971	PDE4A
ENST00000344979	PDE4A
ENST00000589073	PDE4A
ENST00000586275	PDE4A
ENST00000590407	PDE4A
ENST00000371930	ANKRD22
ENST00000476963	ANKRD22
ENST00000315930	FGF13
ENST00000305414	FGF13
ENST00000441825	FGF13
ENST00000626909	FGF13
ENST00000436198	FGF13
ENST00000455663	FGF13
ENST00000448673	FGF13
ENST00000421460	FGF13
ENST00000240691	TAS2R9
ENST00000372088	CCSER2
ENST00000359979	CCSER2
ENST00000224756	CCSER2
ENST00000494144	CCSER2
ENST00000494586	CCSER2
ENST00000493409	CCSER2
ENST00000498300	CCSER2
ENST00000466105	CCSER2
ENST00000480006	CCSER2
ENST00000543283	CCSER2
ENST00000382073	CLEC6A
ENST00000437355	PSPH
ENST00000275605	PSPH
ENST00000395471	PSPH
ENST00000459834	PSPH
ENST00000421626	PSPH
ENST00000427797	PSPH
ENST00000419984	PSPH
ENST00000421312	PSPH
ENST00000424596	PSPH
ENST00000413218	PSPH
ENST00000416592	PSPH
ENST00000472276	PSPH
ENST00000345088	DPPA3
ENST00000376447	RASEF
ENST00000340717	RASEF
ENST00000589410	MC5R
ENST00000324750	MC5R
ENST00000538487	GRM4
ENST00000374177	GRM4
ENST00000545715	GRM4
ENST00000609222	GRM4
ENST00000609860	GRM4
ENST00000544773	GRM4
ENST00000455714	GRM4
ENST00000609278	GRM4
ENST00000609443	GRM4
ENST00000609915	GRM4
ENST00000609973	GRM4
ENST00000607916	GRM4
ENST00000535756	GRM4
ENST00000374181	GRM4
ENST00000304061	RIOX1
ENST00000167106	VASH1
ENST00000554237	VASH1
ENST00000556038	VASH1
ENST00000553518	VASH1
ENST00000554743	VASH1
ENST00000228936	ART4
ENST00000430129	ART4
ENST00000544616	ART4
ENST00000420600	ART4
ENST00000254528	EMILIN2
ENST00000308080	EMILIN2
ENST00000583776	EMILIN2
ENST00000374869	AMER1
ENST00000261596	LPIN2
ENST00000677752	LPIN2
ENST00000584915	LPIN2
ENST00000581568	LPIN2
ENST00000417536	SH3BP1
ENST00000649765	SH3BP1
ENST00000644149	SH3BP1
ENST00000469947	SH3BP1
ENST00000495174	SH3BP1
ENST00000471650	SH3BP1
ENST00000459646	SH3BP1
ENST00000466097	SH3BP1
ENST00000643339	SH3BP1
ENST00000649107	SH3BP1
ENST00000446864	SPANXN4
ENST00000370504	SPANXN4
ENST00000376811	NMRK1
ENST00000482537	NMRK1
ENST00000361092	NMRK1
ENST00000376808	NMRK1
ENST00000494066	NMRK1
ENST00000466137	NMRK1
ENST00000490321	NMRK1
ENST00000441439	LMO3
ENST00000447609	LMO3
ENST00000320122	LMO3
ENST00000396205	LMO3
ENST00000453727	LMO3
ENST00000540848	LMO3
ENST00000541589	LMO3
ENST00000535535	LMO3
ENST00000537304	LMO3
ENST00000541764	LMO3
ENST00000534946	LMO3
ENST00000424192	LMO3
ENST00000540445	LMO3
ENST00000541846	LMO3
ENST00000536172	LMO3
ENST00000544754	LMO3
ENST00000539534	LMO3
ENST00000546281	LMO3
ENST00000537757	LMO3
ENST00000539232	LMO3
ENST00000546279	LMO3
ENST00000538051	LMO3
ENST00000536509	LMO3
ENST00000545436	LMO3
ENST00000540590	LMO3
ENST00000332914	LMO3
ENST00000537568	LMO3
ENST00000543721	LMO3
ENST00000544276	LMO3
ENST00000439600	LMO3
ENST00000538020	LMO3
ENST00000541295	LMO3
ENST00000261169	LMO3
ENST00000354662	LMO3
ENST00000616247	LMO3
ENST00000287538	ZIC3
ENST00000370606	ZIC3
ENST00000478471	ZIC3
ENST00000555133	AHSA1
ENST00000216479	AHSA1
ENST00000535854	AHSA1
ENST00000554156	AHSA1
ENST00000555517	AHSA1
ENST00000556963	AHSA1
ENST00000556866	AHSA1
ENST00000553374	AHSA1
ENST00000555457	AHSA1
ENST00000555729	AHSA1
ENST00000555473	AHSA1
ENST00000556369	AHSA1
ENST00000557476	AHSA1
ENST00000278853	ZP1
ENST00000540908	ZP1
ENST00000537203	ZP1
ENST00000542971	ZP1
ENST00000543020	ZP1
ENST00000370274	NSDHL
ENST00000432467	NSDHL
ENST00000440023	NSDHL
ENST00000429591	ZNF713
ENST00000466630	ZNF713
ENST00000411863	ZNF713
ENST00000484120	ZNF713
ENST00000482436	ZNF713
ENST00000633730	ZNF713
ENST00000521913	DPYSL2
ENST00000493789	DPYSL2
ENST00000311151	DPYSL2
ENST00000523027	DPYSL2
ENST00000523690	DPYSL2
ENST00000523093	DPYSL2
ENST00000521983	DPYSL2
ENST00000474808	DPYSL2
